z,n,radius,abundance,half_life_sec,decay_1,decay_1_%,decay_2,decay_2_%,decay_3,decay_3_%,decay_energy,gamma_energy,atomic_mass,massexcess,source
91,130, , ,0.0000059,A,100, , , , ,,,221021873393,20374937,
91,131, , ,0.0029,A,100, , , , ,,,222023687064,22064361,
91,132, , ,0.0051,A,100, , , , ,,,223023980414,22337614,
91,133, , ,846,A,100, , , , ,,,224025617286,23862351,
91,134, , ,1.7,A,100, , , , ,,,225026147927,24356640,
91,135, , ,108,A,74,EC+B+,26, , ,,,226027948217,26033600,
91,136, , ,2298,A,85,EC,15, , ,,,227028803586,26830371,
91,137, , ,79200,EC+B+,98.15,A,1.85, , ,,,228031050758,28923599,
91,138, , ,129600,EC,99.52,A,0.48, , ,,,229032095585,29896848,
91,139, , ,1503360,EC+B+,92.2,B-,7.8,A,0.0032,,,230034539717,32173543,
91,140, ,100,1033804894927.63,A,100,SF,3E-10, , ,,,231035882.5,33424338,
91,141, , ,114048,B-,100,EC, , , ,,,232038590205,35946549,
91,142, , ,2330640,B-,100, , , , ,,,233040246535,37489410,
91,143, , ,24120,B-,100, , , , ,,,234043305555,40338870,
91,144, , ,1464,B-,100, , , , ,,,235045399,42288901,
91,145, , ,546,B-,100,|b{+-}fission,0.00000006, , ,,,236048668,45333955,
91,146, , ,522,B-,100, , , , ,,,237051023,47527624,
91,147, , ,136.8,B-,100, , , , ,,,238054637,50894043,
91,148, , ,6480,B-,100, , , , ,,,239057260,53337,
92,122, , ,0.00052,A,100, , , , ,,, ,,
92,123, , ,0.0007,A,0,EC+B+, , , ,,,215026719774,24889312,
92,124, , ,0.0045,A,100, , , , ,,,216024762829,23066429,
92,125, , ,16,A,100,EC+B+, , , ,,,217024660,22971,
92,126, , ,0.00065,A,100, , , , ,,,218023504877,21894655,
92,127, , ,0.00006,A,100, , , , ,,,219025009233,23295953,
92,129, , ,0.00000066,A,100, , , , ,,,221026323297,24519996,
92,130, , ,0.0000047,A,100, , , , ,,,222026057957,24272834,
92,131, , ,0.000018,A,100,EC+B+,0.2, , ,,,223027960754,26045278,
92,132, , ,0.00084,A,100, , , , ,,,224027635913,25742690,
92,133, , ,69,A,100, , , , ,,,225029385.05,27372001,
92,134, , ,268,A,100, , , , ,,,226029338669,27328797,
92,135, , ,66,A,100, , , , ,,,227031181124,29045034,
92,136, , ,546,A,95,EC,5, , ,,,228031368959,29220001,
92,137, , ,3480,EC,80,A,20, , ,,,229033505976,31210620,
92,138, , ,1747872,A,100,{+22}Ne,4.8E-12, , ,,,230033940114,31615017,
92,139, , ,362880,EC,100,A,4, , ,,,231036292.18,33805952,
92,140, , ,2174272199.64939,A,100,{+24}Ne,8.9E-10,SF,2.7E-12,,,232037154765,34609445,
92,141,5.8203, ,5023547045895301,A,100,24NE,7.2E-11,SF,6E-11,,,233039634294,36919111,
92,142,5.8291,0.0054,7747225326762336,A,100,SF,0.00000000164,Mg,1.4E-11,4.72,0.12,234040950296,38144959,
92,143,5.8337,0.7204,2.22160758861128E+016,A,100,SF,0.000000007,{+25}Ne,8E-10,4.39,0.19,235043928117,40918782,
92,144,5.8431, ,739063206324945,A,100,SF,0.000000094, , ,,,236045566.13,42444582,
92,145, , ,583372.8,B-,100, , , , ,,,237048728309,45390133,
92,146,5.8571,99.2742,1.40996345254477E+017,A,100,SF,0.0000545, , ,4.19,0.048,238050786936,47307732,
92,147, , ,1407,B-,100, , , , ,,,239054291989,50572668,
92,148, , ,50760,B-,100, , , , ,,,240056592411,52715497,
92,149, , , ,B-, , , , , ,,,241060330,56197,
92,150, , ,1008,B-,100, , , , ,,,242062931,58620,
92,151, , , ,B-, , , , , ,,,243067075,62480,
92,152, , , ,B-, , , , , ,,, ,,
92,153, , , ,B-, , , , , ,,, ,,
92,154, , , ,B-, , , , , ,,, ,,
92,155, , , ,B-, , , , , ,,, ,,
92,156, , , ,B-, , , , , ,,, ,,
92,157, , , ,B-, , , , , ,,, ,,
92,158, , , ,B-, , , , , ,,, ,,
92,159, , , ,B-, , , , , ,,, ,,
92,160, , , ,B-,100, , , , ,,, ,,
92,161, , , ,B-, ,B-N, , , ,,, ,,
92,162, , , ,B-,100,B-N, , , ,,, ,,
92,163, , , ,B-N, ,B-, , , ,,, ,,
93,126, , ,0.00015,A,100,P, , , ,,,219031601865,29436951,
93,127, , ,0.000025,A,100, , , , ,,,220032716.28,30475022,
93,130, , ,0.0000022,A,100, , , , ,,,223032913.34,30658583,
93,131, , ,0.000038,A,100, , , , ,,,224034388.03,32032248,
93,132, , ,0.0036,A,100,EC+B+, , , ,,,225033943422,31618098,
93,133, , ,35,A,100, , , , ,,,226035230364,32816877,
93,134, , ,0.51,A,100, , , , ,,,227034975012,32579018,
93,135, , ,61.4,EC,60,A,40, , ,,,228036313,33825,
93,136, , ,240,A,68,EC,32, , ,,,229036287269,33801378,
93,137, , ,276,EC+B+,97,A,3, , ,,,230037828.06,35236615,
93,138, , ,2928,EC,98,A,2, , ,,,231038243598,35623686,
93,139, , ,882,EC+B+,100,A,0.0002, , ,,,232040107,37359,
93,140, , ,2172,EC,100,A,0.0007, , ,,,233040739421,37948531,
93,141, , ,380160,EC+B+,100, , , , ,,,234042893245,39954806,
93,142, , ,34223040,EC,99.9974,A,0.0026, , ,,,235044061518,41043044,
93,143, , ,4828209674112576,EC,86.3,B-,13.5,A,0.16,,,236046568296,43378094,
93,144, , ,67658049289525.3,A,100,SF,2E-10, , ,,,237048171.64,44871599,
93,145, , ,181353.6,B-,100, , , , ,,,238050944603,47454597,
93,146, , ,203558.4,B-,100, , , , ,,,239052937538,49311005,
93,147, , ,3714,B-,100, , , , ,,,240056163778,52316229,
93,148, , ,834,B-,100, , , , ,,,241058309671,54315115,
93,149, , ,132,B-,100, , , , ,,,242061639548,57416876,
93,150, , ,111,B-,100, , , , ,,,243064204,59806,
93,151, , ,137.4,B-,100, , , , ,,,244067891,63240,
93,159, , , ,B-,100, , , , ,,, ,,
94,134, , ,1.1,A,100, , , , ,,,228038763325,36107809,
94,135, , ,90,A,100, , , , ,,,229040145099,37394924,
94,136, , ,102,A,100, , , , ,,,230039648313,36932170,
94,137, , ,516,EC+B+,90,A,10, , ,,,231041125946,38308577,
94,138, , ,2028,EC,90,A,10, , ,,,232041182133,38360915,
94,139, , ,1254,EC+B+,99.88,A,0.12, , ,,,233042997411,40051836,
94,140, , ,31680,EC,94,A,6, , ,,,234043317489,40349986,
94,141, , ,1518,EC+B+,99.9972,A,0.0028, , ,,,235045284609,42182346,
94,142, , ,90189694.4353839,A,100,SF,0.00000019, , ,,,236046056661,42901508,
94,143, , ,3943296,EC,99.9958,A,0.0042, , ,,,237048407888,45091662,
94,144,5.8535, ,2767542407.97172,A,100,SF,0.00000019, , ,,,238049558175,46163148,
94,145,5.8601, ,760837485247.413,A,100,SF,3.1E-10, , ,5.15,0.4,239052161596,48588220,
94,146,5.8701, ,207044991319.298,A,100,SF,0.0000057,{+34}Si,1.3E-11,,,240053811.74,50125319,
94,147,5.8748, ,452179192.289929,B-,99998,A,0.00247,SF,2.4E-14,,,241056849651,52955115,
94,148,5.8823, ,11833847240472,A,100,SF,0.00055, , ,,,242058740979,54716876,
94,149, , ,17841.6,B-,100, , , , ,,,243062002068,57754561,
94,150,5.8948, ,2565578081734330,A,99877,SF,123, , ,,,244064204401,59806021,
94,151, , ,37800,B-,100, , , , ,,,245067824554,63178173,
94,152, , ,936576,B-,100, , , , ,,,246070204172,65394772,
94,153, , ,196128,B-,100, , , , ,,,247074300,69210,
94,158, , , ,B-,100, , , , ,,, ,,
95,128, , ,5,A,100, , , , ,,,223045840,42700,
95,134, , ,0.9,A,91,EC+B+,9, , ,,,229045282534,42180414,
95,135, , ,31,EC,100,SF, , , ,,,230046025,42872,
95,137, , ,79,EC,97,A,3,ECF,69,,,232046613,43420,
95,138, , ,192,EC+B+,95.5,A,4.5, , ,,,233046468,43285,
95,139, , ,139.2,EC,100,A, , , ,,,234047731,44462,
95,140, , ,618,EC,99.6,A,0.4, , ,,,235047906478,44624602,
95,141, , ,216,EC, ,A, , , ,,,236049427,46041,
95,142, , ,4416,EC+B+,99975,A,25, , ,,,237049995,46570,
95,143, , ,5880,EC+B+,100,A,0.0001, , ,,,238051982531,48421421,
95,144, , ,42840,EC,99.99,A,0.01, , ,,,239053022729,49390360,
95,145, , ,182880,EC,100,A,0.00019, , ,,,240055298374,51510110,
95,146,5.8928, ,13651526176.6085,A,100,SF,3.6E-10, , ,,,241056827343,52934335,
95,147, , ,57672,B-,82.7,EC,17.3, , ,,,242059547358,55468014,
95,148,5.9048, ,232385202876.895,A,100,SF,0.0000000037, , ,,,243061379889,57175005,
95,149, , ,36360,B-,100, , , , ,,,244064282892,59879135,
95,150, , ,7380,B-,100, , , , ,,,245066452827,61900417,
95,151, , ,2340,B-,100, , , , ,,,246069774,64994,
95,152, , ,1380,B-,100, , , , ,,,247072092,67153,
95,153, , , , , , , , , ,,,248075752,70563,
95,157, , , ,B-,100, , , , ,,, ,,
96,137, , ,23,EC+B+,80,A,20, , ,,,233050771485,47293340,
96,138, , ,51,SF,40,A,40,EC+B+,20,,,234050158568,46722411,
96,139, , , , , , , , , ,,,235051545,48013,
96,140, , , ,EC, ,A, , , ,,,236051372112,47852820,
96,141, , , ,A,1, , , , ,,,237052868988,49247151,
96,142, , ,7920,EC,96.16,A,3.84,SF,48,,,238053081606,49445203,
96,143, , ,9720,EC,100,A,1, , ,,,239054908519,51146962,
96,144, , ,2332800,A,99.5,EC,0.5,SF,0.0000039,,,240055528233,51724222,
96,145, , ,2833920,EC,99,A,1, , ,,,241057651218,53701770,
96,146,5.8285, ,14065920,A,100,SF,0.0000062,34SI,1E-14,,,242058834187,54803699,
96,147, , ,918306545.860627,A,99.71,EC,0.29,SF,0.0000000053,,,243061387329,57181936,
96,148,5.8429, ,571495929.399861,A,100,SF,0.000137, , ,,,244062750622,58451835,
96,149,5.8475, ,265803987483.988,A,100,SF,0.00000061, , ,,,245065491047,61004524,
96,150,5.8562, ,148506893636.43,A,99.97385,SF,0.02615, , ,,,246067222016,62616912,
96,151, , ,492288045203635,A,100, , , , ,,,247070352678,65533105,
96,152,5.8687, ,"1,0981810239158E+016",A,91.61,SF,8.39, , ,,,248072349086,67392748,
96,153, , ,3849,B-,100, , , , ,,,249075953992,70750696,
96,154, , ,261922485589.114,SF,74,A,18,B-,8,,,250078357541,72989588,
96,155, , ,1008,B-,100, , , , ,,,251082284988,76647981,
96,156, , ,172800,B-,100, , , , ,,,252084870,79056,
97,136, , ,21,EC+B+, ,A, , , ,,,233056652,52771,
97,137, , ,140,A,80,EC,20, , ,,,234057322,53395,
97,139, , ,22,EC+B+,100,ECSF,4, , ,,,236057479,53542,
97,141, , ,144,EC+B+,100,ECF,48, , ,,,238058204,54216,
97,142, , , ,EC,99,A,1,SF,1,,,239058239,54250,
97,143, , ,288,ECSF,2,EC+B+, , , ,,,240059758,55664,
97,144, , ,276,EC+B+, ,A, , , ,,,241060098,55981,
97,145, , ,420,EC+B+,100, , , , ,,,242061999,57752,
97,146, , ,16560,EC+B+,99.85,A,0.15, , ,,,243063005905,58689629,
97,147, , ,18072,EC,99994,A,6, , ,,,244065178969,60713825,
97,148, , ,427680,EC,99.88,A,0.12, , ,,,245066359814,61813776,
97,149, , ,155520,EC+B+,100, , , , ,,,246068671.3,63966912,
97,150, , ,43548557844.937,A,100, , , , ,,,247070305889,65489521,
97,151, , ,284012333.771328, , , , , , ,,,248073141689,68131053,
97,152, , ,28512000,B-,99.99855,A,0.00145,SF,0.000000047,,,249074983118,69846333,
97,153, , ,11563.2,B-,100, , , , ,,,250078317195,72952006,
97,154, , ,3336,B-,100, , , , ,,,251080760555,75227981,
97,155, , , ,B-,100, , , , ,,,252084310,78535,
97,156, , ,600, , , , , , ,,,253086880,80929,
98,139, , ,2.1,A,70,SF,10, , ,,,237062199272,57938255,
98,140, , ,0.0211,SF,95,A,5, , ,,,238061490,57278,
98,141, , ,39,EC, ,A, , , ,,,239062482,58202,
98,142, , ,57.6,A,98,SF,2,EC+B+, ,,,240062253447,57988719,
98,143, , ,226.8,EC+B+,75,A,25, , ,,,241063690,59327,
98,144, , ,222,A,80,EC+B+,20,SF,14,,,242063754544,59386982,
98,145, , ,642,EC+B+,86,A,14, , ,,,243065475,60990,
98,146, , ,1164,A,100, , , , ,,,244065999447,61478096,
98,147, , ,2700,EC,64.7,A,35.3, , ,,,245068046755,63385151,
98,148, , ,128520,A,100,EC,4,SF,0.00024,,,246068803685,64090228,
98,149, , ,11196,EC,99965,A,35, , ,,,247070971348,66109392,
98,150, , ,28814400,A,99.9971,SF,0.0029, , ,,,248072182905,67237951,
98,151, , ,11076481017.0818,A,100,SF,0.0000005, , ,,,249074850428,69722733,
98,152, , ,412764591.747663,A,99923,SF,77, , ,,,250076404494,71170336,
98,153, , ,28338119525.1836,A,100,SF, , , ,,,251079587171,74134981,
98,154, , ,83531183.054745,A,96898,SF,3102, , ,,,252081626507,76034610,
98,155, , ,1538784,B-,99.69,A,0.31, , ,,,253085133723,79301562,
98,156, , ,5227200,SF,99.69,A,0.31, , ,,,254087323575,81341395,
98,157, , ,5100,B-,100, , , , ,,,255091046,84809,
98,158, , ,738,SF,100,A,0.000001, , ,,,256093442,87041,
99,141, , ,6,A,70,EC+B+,30,ECSF,4.8,,,240068949,64225,
99,142, , ,8,EC+B+, ,A, , , ,,,241068592,63893,
99,143, , ,13.5,EC+B+,0,A,0, , ,,,242069567,64801,
99,144, , ,21,A,61,EC+B+,39,SF,1,,,243069508,64747,
99,145, , ,37,EC,96,A,4, , ,,,244070881,66026,
99,146, , ,66,EC,60,A,40, , ,,,245071192,66315,
99,147, , ,450,EC+B+,90.1,A,9.9, , ,,,246072806474,67818802,
99,148, , , , , , , , , ,,,247073621929,68578393,
99,149, , ,1440,EC,99.7,A,0.25, , ,,,248075469,70299,
99,150, , ,6132,EC+B+,99.43,A,0.57, , ,,,249076409,71175,
99,151, , ,30960,EC,97,A,3, , ,,,250078611,73225,
99,152, , ,118800,EC,99.5,A,0.5, , ,,,251079991431,74511547,
99,153, , ,40754880,A,78,EC,22, , ,,,252082979173,77294610,
99,154, , ,1768608,A,100,SF,0.0000087, , ,,,253084821241,79010486,
99,155, , ,23820480,A,100,B-,0.000174,SF,0.000003,,,254088024337,81994151,
99,156, , ,3438720,B-,92,A,8,SF,0.0041,,,255090273504,84089237,
99,157, , ,1524,B-,100, , , , ,,,256093597,87185,
99,158, , ,665280,SF, ,B-, , , ,,,257095979,89403,
100,141, , ,0.00073,SF,78,A,14,EC,12,,,241074311,69220,
100,142, , ,0.0008,SF,100, , , , ,,,242073430,68400,
100,143, , ,231,A,91,EC+B+,10,SF,9,,,243074414,69316,
100,144, , ,0.00312,SF,97,EC,2,A,1,,,244074036,68964,
100,145, , ,4.2,A,100, , , , ,,,245075354,70192,
100,146, , ,1.54,A,93.2,SF,6.8,EC,1.3,,,246075353334,70191187,
100,147, , ,31,A,64,EC+B+,36, , ,,,247076944,71672,
100,148, , ,34.5,A,95,EC,5,SF,0.1,,,248077185451,71897793,
100,149, , ,156,EC+B+,67,A,33, , ,,,249078926042,73519143,
100,150, , ,1800,A,90,EC,10,SF,0.0069,,,250079519765,74072193,
100,151, , ,19080,EC+B+,98.2,A,1.8, , ,,,251081545.13,75958808,
100,152, , ,91404,A,99.9977,SF,0.0023, , ,,,252082466019,76816611,
100,153, , ,259200,EC,88,A,12, , ,,,253085180945,79345549,
100,154, , ,11664,A,99.9408,SF,0.0592, , ,,,254086852424,80902521,
100,155, , ,72252,A,100,SF,0.000024, , ,,,255089963495,83800465,
100,156, , ,9426,SF,91.9,A,8.1, , ,,,256091771699,85484796,
100,157, , ,8683200,A,99.79,SF,0.21, , ,,,257095105419,88590137,
100,158, , ,0.00037,SF,100, , , , ,,,258097077,90426,
100,159, , ,1.5,SF,100, , , , ,,,259100596,93704,
101,143, , ,0.38,A,100,EC+B+,14, , ,,,244081157,75597,
101,144, , ,0.0009,SF, ,A, , , ,,,245080864,75325,
101,145, , ,0.9,A,100,EC, ,SF, ,,,246081713,76115,
101,146, , ,1.2,A,99.9,SF,0.1, , ,,,247081520,75936,
101,147, , ,7,EC,80,A,20, , ,,,248082607,76948,
101,148, , ,21.7,A,60,EC+B+,40, , ,,,249082857155,77180952,
101,149, , ,52,EC,93,A,7, , ,,,250084164934,78399140,
101,150, , ,240,EC+B+,90,A,10, , ,,,251084774287,78966749,
101,151, , ,138,EC,100, , , , ,,,252086385,80467118,
101,152, , ,360,EC+B+,99.3,A,0.7, , ,,,253087143,81173,
101,153, , ,600,EC+B+,100, , , , ,,,254089590,83453,
101,154, , ,1620,EC,93,A,7, , ,,,255091081702,84842069,
101,155, , ,4662,EC,90.8,A,9.2,SF,3,,,256093888,87456,
101,156, , ,19872,EC,85,A,15,SF,1,,,257095537343,88992472,
101,157, , ,4449600,A,100,SF+EC+B-,3, , ,,,258098433634,91690350,
101,158, , ,5760,SF,100,A,1.3, , ,,,259100445,93564,
101,159, , ,2747520,SF,42,A,25,EC,23,,,260103650,96550,
102,146, , ,0.000002, , , , , , ,,,248086623,80689,
102,147, , ,0.0381,A,100,SF,0.23,ECP, ,,,249087802,81787,
102,148, , ,0.0000042,SF,100,A,2, , ,,,250087565,81566,
102,149, , ,0.8,A,91,SF,0.3,EC+B+, ,,,251088942,82849,
102,150, , ,2.46,A,65.3,SF,33,EC+B+,1.7,,,252088966.07,82871370,
102,151, , ,97.2,A,55,EC+B+,45, , ,,,253090562.78,84358696,
102,152, , ,51.2,A,90,EC,10,SF,0.17,,,254090954211,84723312,
102,153, , ,211.2,EC+B+,70,A,30, , ,,,255093196439,86811934,
102,154, , ,2.91,A,99.47,SF,0.53, , ,,,256094281912,87823046,
102,155, , ,24.5,A,85,EC,30,SF,1.5,,,257096884203,90247064,
102,156, , ,0.0012,SF,100, , , , ,,,258098205,91477,
102,157, , ,3480,A,75,EC+B+,25,SF,10,,,259100998364,94079381,
102,158, , ,106,SF,100, , , , ,,,260102641,95610,
102,160, , ,5,SF,100, , , , ,,,262107463,100101,
103,149, , ,0.33,EC+B+,60,A,40,SF,2,,,252095048,88537,
103,150, , ,0.57,A,98.7,SF,1.3, , ,,,253095033.85,88523471,
103,151, , ,18.1,A,71.7,EC+B+,28.3,SF,0.1,,,254096238813,89645887,
103,152, , ,31.1,A,99.7,EC,0.3,SF,0.1,,,255096562399,89947305,
103,153, , ,27.9,A,85,EC,15,SF,0.03,,,256098494024,91746603,
103,154, , ,4,A,100,EC,15,SF,33,,,257099480,92665,
103,155, , ,3.92,A,97.4,EC,2.6, , ,,,258101753,94782,
103,156, , ,6.2,A,78,SF,22, , ,,,259102900,95851,
103,157, , ,180,A,80,EC,40, , ,,,260105504,98277,
103,158, , ,2340,SF, , , , , ,,,261106879,99557,
103,159, , ,14400,SF,10,A, ,EC+B+, ,,,262109615,102105,
103,163, , ,39600,SF,100, , , , ,,,266119874,111662,
104,149, , ,11,SF,0,A, , , ,,,253100528,93642,
104,150, , ,0.0000232,SF,100,A,1.5, , ,,,254100055,93201,
104,151, , ,1.68,SF,58,A,42,EC+B+,1,,,255101267,94329,
104,152, , ,0.00667,SF,99.68,A,0.32, , ,,,256101151464,94221992,
104,153, , ,4.4,A,79.3,EC,19.4,SF,1.3,,,257102916796,95866389,
104,154, , ,12,SF,95.1,A,4.9, , ,,,258103429895,96344338,
104,155, , ,2.4,A,92,EC,15,SF,8,,,259105601,98367,
104,156, , ,21,SF,100, , , , ,,,260106440,99148,
104,157, , ,68,A,100, , , , ,,,261108769591,101318233,
104,158, , ,2.3,SF,100, , , , ,,,262109923,102392,
104,159, , ,600,A,30,SF, , , ,,,263112461,104757,
104,161, , ,60,SF,100, , , , ,,,265116683,108690,
104,163, , , ,SF,100, , , , ,,,267121787,113444,
105,150, , ,1.6,A,80,SF,20, , ,,,255106919,99595,
105,151, , ,1.6,A,70,EC,30,SF, ,,,256107674,100298,
105,152, , ,2.3,A,94,SF,6, , ,,,257107520042,100154285,
105,153, , ,4.3,A,77,EC+B+,23, , ,,,258108972995,101507703,
105,154, , ,0.51,A, , , , , ,,,259109491859,101991021,
105,155, , ,1.52,A,90.4,SF,9.6,EC,2.5,,,260111297,103673,
105,156, , ,1.8,A,82,SF,18, , ,,,261111979,104308,
105,157, , ,35,A,67,SF+EC+B+,33, , ,,,262114067,106253,
105,158, , ,27,SF,57,A,43, , ,,,263114987,107110,
105,161, , ,1440,SF,100,A, ,EC, ,,,266121032,112740,
105,162, , , ,SF,100, , , , ,,,267122399,114014,
105,163, , ,100800,SF,100,EC+B+, ,A, ,,,268125669,117060,
105,165, , ,54000,SF,100,A, , , ,,,270131399,122397,
106,152, , ,0.0025,SF,90,A,20, , ,,,258113040,105296,
106,153, , ,0.29,A,90,SF,20,EC,13,,,259114353,106519,
106,154, , ,0.0036,A,50,SF,50, , ,,,260114383435,106547495,
106,155, , ,0.23,A,100,SF,1, , ,,,261115948135,108005004,
106,156, , ,0.0069,SF,78,A,22, , ,,,262116338978,108369072,
106,157, , ,1,A,70,SF,30, , ,,,263118299,110195,
106,158, , ,37,SF,100,A,36, , ,,,264118930,110783,
106,159, , ,14.4,SF,50,A,50, , ,,,265121089,112794,
106,160, , ,0.34,SF,100,A,18, , ,,,266121973,113617,
106,163, , ,186,A,100, , , , ,,,269128495,119692,
106,165, , ,144,SF,50,A,50, , ,,,271133782,124617,
107,153, , ,35,A,100,SF,18,EC,18,,,260121443,113123,
107,154, , ,12,A,95,SF,10, , ,,,261121395733,113079410,
107,155, , ,102,A,100, , , , ,,,262122654688,114252119,
107,156, , , , , , , , , ,,,263122916,114496,
107,157, , ,0.44,A,100, , , , ,,,264124486,115958,
107,158, , , , , , , , , ,,,265124955,116395,
107,159, , ,2.1,A,100,SF, , , ,,,266126790,118104,
107,160, , ,17,A,100, , , , ,,,267127499,118765,
107,163, , ,60,A,100,SF, , , ,,,270133366,124230,
107,164, , , ,A, , , , , ,,,271135115,125859,
107,165, , ,10.5,A,100, , , , ,,,272138259,128787,
107,167, , ,44,A,100,SF, , , ,,,274143599,133762,
107,171, , ,1140,SF,100,A,50, , ,,,278154988,144370,
108,155, , , ,A,100, , , , ,,,263128479,119678,
108,156, , ,0.0008,A,50,SF,50, , ,,,264128356.33,119563165,
108,157, , ,2,A,100,SF,1, , ,,,265129791744,120900245,
108,158, , ,0.00297,A,76,SF,24, , ,,,266130048783,121139675,
108,159, , ,52,A,80,SF,20, , ,,,267131678,122658,
108,160, , ,0.4,A,100, , , , ,,,268132011,122968,
108,161, , ,9.7,A,100, , , , ,,,269133649,124493,
108,162, , ,7.6,SF,50,A,50, , ,,,270134313,125112,
108,165, , ,0.76,A,100, , , , ,,,273141458,131767,
108,167, , ,0.15,A,100, , , , ,,,275146530,136492,
108,169, , ,3,SF,100, , , , ,,,277151772,141375,
108,170, , ,1140,SF,100,A,50, , ,,,278153753,143220,
109,157, , ,0.0021,A,75,SF,25, , ,,,266137062253,127672681,
109,159, , ,21,A,100, , , , ,,,268138649,129151,
109,161, , ,0.48,A,100, , , , ,,,270140322,130709,
109,165, , ,0.44,A,100,SF, , , ,,,274147343,137249,
109,166, , , ,A,100, , , , ,,,275148972,138767,
109,167, , ,0.69,A,100, , , , ,,,276151705,141312,
109,168, , ,5,SF,100,A, , , ,,,277153525,143008,
109,169, , ,4.5,A,100,SF, , , ,,,278156487,145767,
109,173, , ,66,A,100,SF,50, , ,,,282166888,155455,
110,157, , , ,A,100, , , , ,,,267143726,133880,
110,159, , , ,A,100, , , , ,,,269144750965,134834671,
110,160, , ,0.0002,A,100,SF, , , ,,,270144586.62,134681584,
110,161, , ,0.00163,A,100, , , , ,,,271145951,135952,
110,163, , ,0.00017,A,100, , , , ,,,273148455,138285,
110,167, , ,0.0041,A,100, , , , ,,,277155763,145092,
110,169, , ,0.18,SF,90,A,10, , ,,,279159984,149024,
110,170, , ,7,SF,100, , , , ,,,280161375,150320,
110,171, , ,9.6,SF,100,A,13, , ,,,281164545,153273,
110,172, , ,66,A,100,SF,50, , ,,,282166174,154790,
111,161, , ,0.0038,A,100, , , , ,,,272153273,142773,
111,163, , ,12,A,100, , , , ,,,274155247,144612,
111,167, , ,0.0042,A,100,SF, , , ,,,278161590,150521,
111,168, , ,0.17,A,100, , , , ,,,279162880,151721,
111,169, , ,4.4,A,100, , , , ,,,280165204,153886,
111,170, , ,26,SF,100,A, , , ,,,281166757,155333,
111,171, , ,100,A,100,SF, , , ,,,282169343,157742,
111,175, , ,660,A,100,SF,54, , ,,,286178756,166510,
112,165, , ,0.00069,A,100, , , , ,,,277163535,152332,
112,169, , ,0.13,A,100, , , , ,,,281169563,157947,
112,170, , ,0.00096,SF,100,A,7, , ,,,282170507,158826,
112,171, , ,4,A,90,SF,10, , ,,,283173202,161337,
112,172, , ,108,SF,100,A,3, , ,,,284174360,162415,
112,173, , ,34,A,100, , , , ,,,285177227,165086,
112,174, , ,660,A,100,SF,50, , ,,,286178691,166450,
113,165, , ,0.0014,A,100, , , , ,,,278170725,159030,
113,169, , ,0.07,A,100,SF, , , ,,,282175770,163729,
113,170, , , ,A,100, , , , ,,,283176666,164563,
113,171, , ,0.97,A,100, , , , ,,,284178843,166591,
113,172, , ,5.5,A,100,SF, , , ,,,285180106,167768,
113,173, , ,9.5,A,100,SF, , , ,,,286182456,169957,
113,177, , ,2,A,100,SF,50, , ,,,290191429,178315,
114,170, , ,0.0025,SF,100,A,25, , ,,,284181192,168779,
114,172, , ,166,A,60,SF,40, , ,,,286184226,171606,
114,173, , ,0.51,A,100, , , , ,,,287186720,173929,
114,174, , ,0.64,A,100,SF,3, , ,,,288187781,174917,
114,175, , ,2.7,A,100, , , , ,,,289190517,177465,
114,176, , ,19,EC+B+,100,A,50,SF,50,,,290191875,178731,
115,172, , , ,A,100, , , , ,,,287190820,177748,
115,173, , ,0.17,A,100, , , , ,,,288192879,179666,
115,174, , ,0.22,A,100,SF, , , ,,,289193971,180683,
115,175, , ,0.65,A,100,SF, , , ,,,290196235,182792,
116,174, , ,0.0083,A,100,SF,8, , ,,,290198635,185028,
116,175, , , ,A,100, , , , ,,,291201014,187244,
116,176, , ,0.0128,A,100,SF,9, , ,,,292201969,188133,
